Position(bp)	Rate(cM/Mb)	Map(cM)
1124	0.13432119547562094	1.1685944006379022e-5
1211	0.13532530049319277	2.6977702962109806e-5
1324	0.19739523345441662	6.171926405008713e-5
1500	0.8004045952570804	1.0253989840819822e-4
1551	1.525722807950149	2.078147721567585e-4
1620	2.4916570686039985	6.289048167508342e-4
1789	2.5497622633708397	9.782222468326393e-4
1926	2.5509435633915123	0.001100667537875432
1974	2.551017394642804	0.001294544859868285
2050	2.551238888396681	0.0013226084876406484
2061	2.551312719647972	0.001644073890316293
2187	2.551312719647972	0.0016899975192699564
2205	2.5519033696583087	0.001695101326009273
2207	2.551977200909601	0.0017129651664156403
2214	2.5517557071557246	0.0023585593603260386
2467	2.967720976935117	0.002474300478426508
2506	3.076917397596055	0.0024958389002096805
2513	3.1891408995599657	0.0025596217182008796
2533	3.243997519269956	0.0025661097132394194
2535	3.307270901627241	0.002572724255042674
2537	3.3325211895691207	0.0029492991494639844
2650	4.380408139157142	0.0030807113936386988
2680	5.749830188122028	0.003322204261539824
2722	6.184770089483476	0.003464453973597944
2745	6.159962789049349	0.0035876532293789313
2765	6.051061693393579	0.0040777892265438116
2846	6.662015297835269	0.004324283792563717
2883	6.503351938808659	0.0045063776468503595
2911	0.2771182185995688	0.004628863899471369
3353	0.30943415729009777	0.0046310299385724
3360	0.3284087888721538	0.0046398969758719485
3387	140.1169487020466	0.005480598668084228
3393	60.81627831428487	0.005663047503027083
3396	12.014559522754793	0.006059527967277991
3429	9.933256548831988	0.0060694612238268225
3430	6.1138920882431105	0.006167283497238712
3446	5.904506659578866	0.006208615043855764
3453	5.665588730397802	0.00627093651989014
3464	3.235137769114911	0.00627740679542837
3466	0.5606080741856414	0.006288058348837897
3485	0.5382888869200556	0.00631981739316618
3544	16.050914030890993	0.006384021049289744
3548	0.5786967307521929	0.006389808016597266
3558	0.5455243495466762	0.006430722342813267
3633	0.5454652845456425	0.006486359801836923
3735	0.5454062195446089	0.006597622670624023
3939	0.4968695549452171	0.00660209449661853
3948	0.4625158737190278	0.006605794623608283
3956	0.45220164791352885	0.006606246825256196
3957	0.43631316263548026	0.0066127915226957285
3972	0.42984554502229705	0.0066140810593307954
3975	0.4238947461681581	0.00662213505950799
3994	0.41693245917131805	0.0066429816824665555
4044	0.3598756681728242	0.006649459444493667
4062	0.3258985263282242	0.006651414835651636
4068	0.26845781282301173	0.006653830955967043
4077	0.222298514515224	0.006676505404447595
4179	0.22109506511916363	0.00667783197483831
4185	0.22014264197749622	0.006679152830690175
4191	0.2186807832019137	0.006685931934969434
4222	0.2189982575824695	0.0066922828844393255
4251	0.2189982575824695	0.006701699809515372
4294	0.2189982575824695	0.00671483970497032
4354	0.2189982575824695	0.006736301534213402
4452	0.21923451758660406	0.0067437555078113465
4486	0.21924190071173322	0.006795715838280027
4723	0.2192788163373793	0.006816766604648416
4819	0.18079058503883524	0.006827071667995629
4876	0.1722040105135702	0.0068281048920587105
4882	0.1585747615250583	0.006861881316263548
5095	0.07499040193733204	0.006866080778772038
