Position(bp)	Rate(cM/Mb)	Map(cM)
3415	1.3832284929564986	2.1993333038008327e-4
3574	1.3854434304952599	6.895986533179764e-4
3913	1.3858125867517201	0.0029512447948967834
5545	1.6003662030064085	0.0029992557809869758
5575	1.8189805380821595	0.0032575510173946426
5717	1.906765895868403	0.006281681728241929
7303	1.8998257582469507	0.0067072426980892465
7527	2.3924278668674877	0.006901029355305513
7608	2.1312128997962256	0.006903160568205309
7609	1.6146894657570654	0.007899423968577419
8226	1.61520628451611	0.008043177327899352
8315	1.615427778269986	0.008606961622515577
8664	1.6155016095212784	0.008813745828534301
8792	1.615649272023862	0.008815361477806325
8793	1.615649272023862	0.00883474926907061
8805	1.6155754407725702	0.008837980419952155
8807	1.615649272023862	0.008884834248840847
8836	1.615649272023862	0.008925225480641443
8861	1.6171258970497033	0.009877712634003718
9450	1.6170520657984109	0.01025125166120315
9681	20.604825610584445	0.012394153524703933
9785	5.3004193615073385	0.012452458137680514
9796	0.7391246566846815	0.01258623970054044
9977	0.7282788458698799	0.012617555690912845
10020	0.7215306695017867	0.013424226979415843
11138	0.7215306695017867	0.013704902409852037
11527	0.84079028971383	0.01381084198635598
11653	12.746965535571896	0.015671898954549478
11799	13.72892117775612	0.015754272481616014
11805	14.145329435043266	0.017536583990431464
11931	43.5183544490712	0.017928249180473105
11940	54.50665957886655	0.02354243511709636
12043	0.017367325241428193	0.023545595970290302
12225	0.017367325241428193	0.023546585907829064
12282	0.017367325241428193	0.0235525950023626
12628	0.017367325241428193	0.02356608941407519
13405	0.017367325241428193	0.02357630140131715
13993	0.017367325241428193	0.02357715240025398
14042	0.017367325241428193	0.023581025313782818
14265	0.017367325241428193	0.023582848882933168
14370	0.017367325241428193	0.023593755563184785
14998	0.017367325241428193	0.023601449288266737
15441	0.017367325241428193	0.02360560007899944
15680	0.017367325241428193	0.02361240807049408
16072	0.01736806355394111	0.023612859640146484
16098	0.01736806355394111	0.023615985891586193
16278	0.01736806355394111	0.02362072737293642
16551	0.01736806355394111	0.02363528181019462
17389	0.01736806355394111	0.02365087833126606
18287	0.01736806355394111	0.023659874988187002
18805	0.01736806355394111	0.023672136841056086
19511	0.01736806355394111	0.02367435995319099
19639	0.017371016803992795	0.023680387696021977
19986	0.017371016803992795	0.023716137248604593
22044	0.017371016803992795	0.023719646193999
22246	0.017371016803992795	0.0237235546727799
22471	0.017371016803992795	0.023728227476300174
22740	0.017371016803992795	0.023734133622013532
23080	0.017371016803992795	0.023739014877735453
23361	0.017371016803992795	0.023742280628894604
23549	0.017371016803992795	0.02374229799991141
23550	0.017371016803992795	0.023758574642656752
24487	0.017371016803992795	0.023767902878680497
25024	0.017371016803992795	0.023776258337763218
25505	0.017371016803992795	0.023827659176486233
28464	0.017371016803992795	0.02382981318256993
28588	0.017371016803992795	0.023906054575322654
32977	0.017371016803992795	0.02391560863456485
33527	0.017371016803992795	0.023960738536221625
36125	0.017371016803992795	0.02403868228862114
40612	0.018367738696435428	0.02408917520229764
43361	0.09371400726499513	0.02445700268081275
47286	0.10219721803845132	0.025154805285579295
54114	0.10220460116358053	0.02515490749018046
54115	0.10220460116358053	0.0252662083008476
55204	0.10220460116358053	0.02542268354522904
56735	0.10220460116358053	0.02560583419051418
58527	0.10220460116358053	0.0256857581886241
59309	0.10221198428870974	0.02571815938764362
59626	0.10221198428870974	0.025783472845604106
60265	0.10221198428870974	0.025949771744041835
61892	0.10221198428870974	0.02605637884365496
62935	0.10221198428870974	0.02618393940004727
64183	0.10221198428870974	0.02620693709651223
64408	0.10335636868373645	0.026735191496854806
69519	0.2786686748767018	0.02675414096674642
69587	0.40873719027790095	0.02752910667951332
71483	0.39197749623460615	0.02967596742639026
76960	0.39197749623460615	0.02970732562608903
77040	0.391970113109477	0.03011419060349667
78078	0.391970113109477	0.030417967441156515
78853	0.391970113109477	0.030784067526800768
79787	0.391970113109477	0.03260555264242051
84434	0.40203331266058295	0.03292155082617173
85220	0.406396739611943	0.03302762037521045
85481	0.4101252178021914	0.03328722963807924
86114	0.41028026342990465	0.033736896806798415
87210	0.3815525235521692	0.034245124768169904
88542	0.20352322731165648	0.034401023560290636
89308	0.12855497474971206	0.034404108879684626
89332	0.03256475000738313	0.03443800878444231
90373	0.03256475000738313	0.03453098114571339
93228	0.03256475000738313	0.03455211566846818
93877	0.03256475000738313	0.034572826849472875
94513	0.03257803963261569	0.03458126456173772
94772	0.03258468444523198	0.034610069422787305
95656	0.03259280588287411	0.03462867991494643
96227	0.03266885207170491	0.034666216425976816
97376	0.03330749239538112	0.03467371061176577
97601	0.03451610997903193	0.03471392187989135
98766	0.039422934939901365	0.034726655487876935
99089	0.047492690706122095	0.03495595019860609
103917	0.18804081391571423	0.03524252439901364
105441	0.18801866454032665	0.03526602673208118
105566	0.18801866454032665	0.035315851678184365
105831	0.18802604766545586	0.0353314578401406
105914	0.18814417766752312	0.035419509315289
106382	0.18814417766752312	0.035616308125129226
107428	0.18814417766752312	0.035620635441215576
107451	0.18814417766752312	0.03572656061324239
108014	0.18814417766752312	0.03587067905333571
108780	0.18820324266855673	0.03618591948480555
110455	0.18821062579368594	0.03626233299887778
110861	0.18821800891881516	0.036476525093027394
111999	0.18821800891881516	0.036528473263488986
112275	0.18821800891881516	0.036598113926788946
112645	0.18821800891881516	0.036645921301054325
112899	0.18821800891881516	0.03666399022991053
112995	0.18821800891881516	0.036686388172971866
113114	0.18821800891881516	0.03668751748102538
113120	0.18821800891881516	0.03668939966111457
113130	0.18821800891881516	0.036691658277221595
113142	0.18821800891881516	0.03671612661838104
113272	0.18821800891881516	0.036825857717580714
113855	0.18821800891881516	0.03683489218200882
113903	0.18821800891881516	0.03691921385000445
114351	0.18821800891881516	0.03718968312882079
115788	0.18821800891881516	0.03747520984835063
117305	0.2625586958447772	0.03765978861152951
118008	0.41050175718378074	0.03767579818005967
118047	0.5575293110067631	0.03781239286125633
118292	0.6268642390951242	0.0382530784213402
118995	0.626317887835563	0.03828502063361981
119046	0.6250849059389859	0.03831752504872864
119098	0.6240734177962849	0.03836932314240573
119181	0.6227666046484157	0.038552416524172364
119475	0.621193998995895	0.038685973233956485
119690	0.6205221346091373	0.039902196617790396
121650	0.6204335371075869	0.04016650130459823
122076	0.6202563421044859	0.04018634950754557
122108	0.6201455952275479	0.04019007038111694
