Position(bp)	Rate(cM/Mb)	Map(cM)
185	5.397359794453797	1.0254983609462214e-4
204	5.706638906116181	2.7374900327810755e-4
234	6.766265024659637	0.0011668959865331796
366	4.5811553114202175	0.0017761896429520686
499	2.0849207052361125	0.0020910126694427215
650	1.3112430229467529	0.003876925666696199
2012	4.913026785977968	0.004093098845279229
2056	5.40466908833171	0.004390355645137473
2111	5.425341838693482	0.004856935043265113
2197	5.549156847110244	0.004868033356959333
2199	5.903989840819822	0.004897553306163432
2204	5.535424234369924	0.004908624154632172
2206	5.3564572812380025	0.005578181314786922
2331	5.3473022060777895	0.005701169265526711
2354	5.33113316204483	0.006282262780189597
2463	5.327589261982812	0.006367504208381322
2479	5.326407961962139	0.006452726735772716
2495	5.326777118218599	0.006575242609491744
2518	5.328992055757361	0.006719125394997192
2545	5.338590118425326	0.006954023360207907
2589	5.706269749859721	0.007016792327456364
2600	6.423318862408079	0.007081025516080445
2610	8.2491657068604	0.007361497150113699
2644	11.587076577773841	0.00745419376273589
2652	16.67774135436047	0.008121303416910308
2692	21.789817193821797	0.008796787749918784
2723	11.031865568057647	0.008862978943327129
2729	3.8336877233395357	0.00902399382770739
2771	3.552685980922005	0.009222944242639022
2827	3.5374029119045507	0.009619133368772332
2939	3.5355571306222497	0.010170680281149404
3095	3.5733587312837773	0.010295747836744336
3130	4.437332033903311	0.010357870485218983
3144	4.7604914208085995	0.010405475399427069
3154	460.0277605504859	0.015465780765482414
3165	1.1776822893594399	0.015476379906086649
3174	1.1712589704970322	0.01548340745990963
3180	1.171406632999616	0.015570091550751602
3254	1.1729570892767491	0.015617009834322671
3294	1.1782729393697764	0.01562407947195889
3300	1.185434570745105	0.015644231859661555
3317	1.2101680399279406	0.015655123372020907
3326	1.235935146628865	0.015661303047754052
3331	1.254909778210921	0.015668832506423317
3337	1.2758778535778623	0.01567266013998405
3340	1.2931543663802014	0.01567524644871681
3342	1.319364460588878	0.015685801364401522
3350	1.3359764921295885	0.015709848941259853
3368	1.3452792297923863	0.016133611898644457
3683	1.3452792297923863	0.01614168357402321
3689	1.3456483860488468	0.016249335444907118
3769	1.3547296299577685	0.016250690174537077
3770	1.366764123918372	0.016335429550220017
3832	7.296078083931366	0.016437574643395056
3846	67.91072325093766	0.02934061206107321
4036	24.131006172292604	0.03349114512270754
4208	23.925016981187795	0.03526159637931543
4282	24.077109358849413	0.03603206387879861
4314	24.458078615516374	0.04053235034405363
4498	20.351584418652724	0.04079692094149611
4511	12.239006526682612	0.04090707200023625
4520	5.610067629426183	0.04199542512034493
4714	5.695121230914621	0.04238838848527804
4783	5.907459909630548	0.0424770003839225
4798	6.002333067540829	0.04264506570981364
4826	6.040429993207526	0.0432551491391276
4927	6.091595050352913	0.04383385066891112
5022	6.770916393491036	0.04401666541153538
5049	7.899943888249018	0.04432476322317709
5088	27.49918785623579	0.046057212058119947
5151	31.497150113700123	0.04630918925902955
5159	36.45418032544815	0.0472569979474912
5185	36.39068544933699	0.04736617000383921
5188	36.324975635687075	0.0496546434688875
5251	50.72059301261037	0.05117626125926581
5281	108.58362127521337	0.05443376989752221
5311	120.85437523995157	0.06011392553379993
5358	89.8600159475503	0.06182126583680339
5377	0.33179026018132957	0.06197886621038952
5852	0.33026933640471345	0.06202048014677651
5978	0.3298484982723487	0.06202608757124714
5995	0.32975990077079825	0.06202641733114791
5996	0.32919140013584947	0.06202905086234899
6004	0.32899943888249017	0.062030366860104526
6008	0.3287114970024512	0.06203431139806855
6020	0.3284235551224122	0.06207437907179349
6142	0.34447446915330326	0.062087813576090466
6181	24.95939281178937	0.085250130105431
7109	35.486990933522335	0.0941218778388116
7359	142.04394436076905	0.14838266458462537
7741	142.17684061309473	0.14994660983136943
7752	142.27282123977437	0.16218207245799002
7838	142.4500162428753	0.16246697249047576
7840	142.4500162428753	0.16260942250671864
7841	142.4352499926169	0.16417621025663742
7852	142.4500162428753	0.16802236069519505
7879	142.47954874339212	0.1741489812911609
7922	142.47954874339212	0.1742914608399043
7923	142.59029562033018	0.18669681655887302
8010	142.58291249520096	0.19240013305868106
8050	140.6854493369954	0.194510414798736
8065	138.11612179203215	0.19464853092052803
8066	136.44753551283188	0.1966952439532205
8081	32.163846312867314	0.20956078247836743
8481	16.548536664599393	0.2244213684031777
9379	17.544520244529103	0.23887805308466967
10203	48.375712471574964	0.23911993164702755
10208	101.74684740556984	0.25967279482295264
10410	11.375180886565666	0.26149282376480315
10570	10.835474439620803	0.2615036592392428
10571	10.149582115117687	0.26159500547827885
10580	8.713564277487375	0.263904100011813
10845	8.728330527745785	0.2642968748855616
10890	8.732022090310386	0.2649255804760639
10962	8.738666902926669	0.26493431914296683
10963	8.741620152978353	0.2651528596467913
10988	8.739405215439591	0.26602680016833524
11088	8.737190277900828	0.2673111671391867
11235	8.74088184046543	0.2682114779687546
11338	8.740143527952512	0.2701517898319601
11560	8.781489028676058	0.2705557383272792
11606	8.869348217713595	0.27255134167626477
11831	10.535719559375092	0.2820545607188211
12733	10.625055373438467	0.2824051875461446
12766	10.740970437966983	0.28501524336257056
13009	10.858362127521337	0.28664399768169874
13159	10.84876406485337	0.2882821610554916
13310	10.84802575234045	0.2966785329878031
14084	11.08280913144916	0.29841853402144064
14241	12.966244351909275	0.3008432217152477
14428	13.216532293789315	0.30208557575086387
14522	13.66837955169664	0.30237261172144947
14543	14.355748501225598	0.30910545776852427
15012	11.640973391217035	0.31429733190100706
15458	9.375092289064114	0.3143067069932961
15459	6.923008771152652	0.3143205530108384
15461	4.9889253123061925	0.31438540903989837
15474	4.683780750716163	0.3148350519919671
15570	5.786524320014175	0.31485819808924714
15574	7.375594341572901	0.31493932962700444
15585	10.114143114497503	0.3258019193319748
16659	9.958359174271287	0.3258915445645432
16668	9.867546735182067	0.3267401535837689
16754	9.85278048492366	0.3348884030448008
17581	9.851303859897817	0.33696702815923923
17792	9.857948672514102	0.3381795558459585
17915	9.861640235078704	0.3685928543309412
20999	9.880836360414635	0.3730589923658486
21451	9.897079235698888	0.3825997767490623
22415	9.90224742328933	0.3972947119252237
23899	9.90150911077641	0.39882944583739405
24054	9.90224742328933	0.40219620996131245
24394	9.90150911077641	0.40283980805351294
24459	9.90298573580225	0.4028497110392487
24460	9.904462360828092	0.4048801258232185
24665	9.899294173237648	0.4081963893712531
25000	9.869023360207908	0.4134565788222439
25533	9.79002392132542	0.41582576461120463
25775	9.754584920705236	0.416508585555654
25845	9.465166415640411	0.4168493315466171
25881	9.270251912229408	0.4249978829774667
26760	7.91914001358495	0.4259402606390833
26879	6.20618115235817	0.42750421828947754
27131	4.4467086028174005	0.4287137230294439
27403	4.167331147928295	0.43320610600691056
28481	4.147913528838486	0.4357778123947904
29101	4.146879891320398	0.44017350507959
30161	4.1481350225923626	0.4416917224978588
30527	4.147618203833319	0.44456187429491145
31219	4.146806060069105	0.4446613976403531
31243	4.146067747556185	0.44550304939310703
31446	4.145624760048433	0.44882784045066587
32248	4.143926641268716	0.4513307721419922
32852	4.144148135022592	0.4515794210300935
32912	4.143631316263548	0.458238236555329
34519	4.145993916304893	0.4591793771743302
34746	4.14843034759753	0.46026626592540076
35008	4.170653554236437	0.46083764546233114
35145	4.22270458639733	0.46141193328608116
35281	4.518915566581022	0.46175085195357474
35356	5.0826171701958	0.4644039781164169
35878	6.7423436992410135	0.4683482491804729
36463	5.628673104751779	0.4731607646850357
37318	5.601429373025014	0.47653842659696977
37921	1.9218274711319807	0.47867742057233964
39034	1.912820058474351	0.4807470918756089
40116	1.9212368211216442	0.48143873713121266
40476	1.9213844836242282	0.48198825309352916
40762	1.9214583148755202	0.48221306371636957
40879	1.9217536398806885	0.4826166319807445
41089	1.9217536398806885	0.4841617219072086
41893	1.924042408670742	0.48445417635332655
42045	1.9035173208115528	0.48453793111544224
42089	1.8510971323941998	0.4854060956705351
42558	1.843197188505951	0.48556829702312365
42646	1.8385458196745517	0.48696375330025665
43405	12.442042467735742	0.4903479888514808
43677	6.754230530699035	0.4947247302353738
44325	6.682466554443166	0.4947314127019282
44326	6.615501609521278	0.49571050694013735
44474	6.5858214465018765	0.49887170123445823
44954	6.573417796284811	0.502651416467322
45529	6.56721597117628	0.5034197807359496
45646	6.5636720711142615	0.509130175437819
46516	6.524024689170432	0.5091432234871973
46518	6.493901538643276	0.5092666076164315
46537	6.412096512211689	0.5094910309943589
46572	4.726750538968135	0.5097320952718463
46623	1.7760107498301883	0.509870624110333
46701	1.6581022415167894	0.5102536457281234
46932	1.6586190602758335	0.5103067215380522
46964	1.6591358790348778	0.510680027110835
47189	1.660686335312011	0.5110254498685799
47397	1.6617199728300993	0.5112464586249663
47530	1.6617199728300993	0.5112514437848849
47533	1.6621629603378516	0.5117783494433119
47850	1.663048935353356	0.5124119710876816
48231	1.667404979179587	0.5124303125424525
48242	1.6743451168010397	0.5126262109211183
48359	1.6747142730575	0.5126312350639375
48362	1.6751572605652518	0.5128004259472546
48463	1.6929505921266352	0.5132219706446941
48712	1.8508018073890316	0.5133274663477153
48769	2.31460972800567	0.514415332919878
49239	4.6326156935707745	0.5144940873866687
49256	6.98421487847376	0.5180769896193257
49769	7.0463807920616635	0.5187675349369477
49867	7.0469714420719995	0.5188591455656947
49880	7.060334898555859	0.5269008670151498
51019	6.896872508195268	0.5295354723132805
51401	6.981926109683706	0.5298287132098872
51443	6.652860222675053	0.5325031630194026
51845	5.886048846755855	0.5332212609787068
51967	4.7777679336109395	0.5334840382150554
52022	3.4687398482029472	0.5379864625380228
53320	2.2217300138802756	0.5462490764596436
57039	2.5177933315613834	0.5483690584448183
57881	4.940565842709902	0.5521436507486487
58645	5.197720090960101	0.5577831770473404
59730	5.591535985351879	0.5605845365760017
60231	6.912893889725643	0.5716451667995628
61831	9.49322229113139	0.5800181888603406
62713	9.566315229910515	0.5803912751543071
62752	9.612090605711586	0.5957417838516285
64349	9.612828918224505	0.6000963953515842
64802	9.613567230737427	0.6083448360355569
65660	9.601754230530698	0.6084120483151706
65667	9.599539292991937	0.613826188476418
66231	9.603230855556538	0.6324372498744866
68169	9.771566108502407	0.6348508267032866
68416	9.941377986474114	0.6373063470659457
68663	9.940639673961194	0.6448612332181562
69423	5.923259797407046	0.6490312081155308
70127	5.754555388204719	0.649457045214258
70201	5.392191606863353	0.6499800878001237
70298	3.750258409379522	0.6502801084728741
70378	3.040370928206491	0.6508060926434538
70551	2.6570390714981835	0.6509230023625997
70595	2.5632733823572837	0.6513690119311298
70769	2.560098638551726	0.653355648474646
71545	2.6413868462242696	0.6533952692773394
71560	2.715956410029237	0.6545169592746815
71973	3.3221109831369415	0.6555335252355213
72279	3.4441540415226957	0.6592945414488641
73371	3.4891911048108444	0.6596015902660874
73459	3.497534036206845	0.6601926735182064
73628	3.499896636248191	0.6601996733114789
73630	3.5032190425563328	0.6605359823395643
73726	3.5044003425770063	0.6607637683618318
73791	3.5041788488231296	0.6637247994890874
74636	3.5108974926907064	0.6640232257759661
74721	3.520569386609964	0.6674593014972974
75697	3.524777767933611	0.6702509254895008
76489	3.526328224210743	0.6710478756681725
76715	3.529207643011133	0.675635845604087
78015	3.5291338117598414	0.6779474282507897
78670	3.5296506305188857	0.6862421072325091
81020	3.5302412805292223	0.6936732651280231
83125	3.530093618026638	0.6959995968223026
83784	3.530093618026638	0.698576565163462
84514	3.530093618026638	0.6988272018103419
84585	3.529872124272762	0.699360212501107
84736	3.529872124272762	0.7002109116830567
84977	3.529945955524054	0.7016970189303323
85398	3.530019786775346	0.7032431675969399
85836	3.5303151117805145	0.706056828741029
86633	3.5312749180473113	0.7128192202090896
88548	3.533637518088656	0.7132432567112602
88668	3.5340805055964086	0.7139041297658067
88855	3.534228168098993	0.7155404774076366
89318	3.5557130622249784	0.7162551757331438
89519	3.616033194530581	0.7197808080978111
90494	3.572694250022149	0.7203131395410644
90643	3.5126694427217156	0.7215812132098869
91004	3.509420867664865	0.7242869766988564
91775	3.5340805055964086	0.7260434147101379
92272	3.8627034050973097	0.7292958109772298
93114	7.133354006083695	0.7304728143882336
93279	7.5027317562978055	0.7313056176131827
93390	7.254658751956527	0.7363403507870405
94084	7.674020259295353	0.7389111475739044
94419	7.740468385458196	0.7428587864504881
94929	7.833495762086175	0.7449581633147272
95197	7.839402262189538	0.7467220288237199
95422	7.8490003248575055	0.7478444358701745
95565	7.839402262189538	0.754445212574938
96407	7.813561324237323	0.7579300609255478
96853	7.809131449159801	0.7646693413661727
97716	7.763356073358731	0.7682249584477711
98174	7.7478515105874015	0.7768405693275442
99286	7.688048197040844	0.7838751334278365
100201	7.657777384011104	0.786953559936209
100603	7.634889696110569	0.78730476486223
100649	7.617908508313398	0.7892168598978166
100900	7.590590945335341	0.791759707864504
101235	7.586899382770738	0.7930343069608095
101403	7.583207820206136	0.8009360095094642
102445	7.582469507693216	0.8043102084403877
102890	7.580254570154455	0.8063568771743294
103160	7.578777945128613	0.8065311890670673
103183	7.575824695076931	0.8100690991996683
103650	7.57360975753817	0.8158780578837
104417	7.572133132512329	0.8219206201234449
105215	7.572133132512329	0.822927713830069
105348	7.570656507486489	0.8231548335252936
105378	7.567703257434807	0.8250694624494246
105631	7.5507220696376365	0.8264738967543772
105817	7.497563568707362	0.827118687221286
105903	7.448834942854611	0.8271410337261146
105906	7.419302442337792	0.8276158690824242
105970	7.323690971914591	0.8305014033253586
106364	7.098210330468681	0.8319778310740961
106572	5.97029030448008	0.8324733651693679
106655	4.866143941407518	0.8324879636011921
106658	3.6484451138477896	0.8355052277103443
107485	2.7138153037417676	0.8386939606922409
108660	2.713962966244352	0.8396628454711901
109017	2.7592953545376684	0.8397676986946625
109055	2.7714775110008563	0.8399506162103886
109121	2.7386226041758954	0.8399780024364303
109131	2.6998611972475706	0.8404207796727788
109295	2.6921089158619065	0.8408138275744946
109441	2.692035084610614	0.8420844681344308
109913	2.740837541714657	0.842169434098224
109944	2.7561944419834026	0.8442668980685734
110705	2.907179350875638	0.8448279836832924
110898	2.9540621954460877	0.8450820330321007
110984	3.025752340450666	0.845889908907001
111251	3.110584448185228	0.8462694002096796
111373	3.25891143203095	0.8481791223088497
111959	3.544786037033755	0.849994052759811
112471	3.5952127816662234	0.852384869259619
113136	3.608650069401376	0.8535107680812722
113448	3.6157378695254123	0.8566926174064546
114328	3.7515873719027786	0.8573116293228186
114493	3.846312867310475	0.8632772605800171
116044	4.003647263813827	0.8636536034228156
116138	4.086707421517381	0.8649736099199657
116461	4.15345087268539	0.8689276951507623
117413	4.6909423820914915	0.8691340966155743
117457	4.982132837187325	0.8697817738844086
117587	5.062387407341779	0.8705917558695833
117747	5.156374590236555	0.8738660537343834
118382	5.247260860577065	0.8741494058208545
118436	5.236998316647471	0.8747411866306357
118549	5.240173060453028	0.8776285219869453
119100	5.246817873069312	0.8795068827855042
119458	5.24526741679218	0.8809335955228716
119730	5.078039632615693	0.8818070183396816
119902	4.883641947963735	0.8836969877735436
120289	4.81173030920528	0.8837787871888001
120306	4.677357431853754	0.8866413299370945
120918	3.294793420158885	0.8870103468001523
121030	1.358568855024955	0.8881963774105891
121903	1.3586426862762468	0.888363490461001
122026	1.358568855024955	0.8884545145742877
122093	1.3559847612297333	0.888651132364666
122238	1.3560585924810253	0.8889820106612314
122482	1.3562800862349016	0.8890647437464917
122543	1.3562062549836091	0.8892193512595599
122657	1.3565754112400696	0.8893427996219827
122748	1.3565015799887776	0.8899043912760981
123162	1.3593071675378754	0.8901409107232497
123336	1.3577567112607423	0.8901449839933835
123339	1.3514810549009184	0.8904355524201872
123554	1.349413779864741	0.8916716154425434
124470	1.582129883937273	0.8924658446442799
124972	2.5891881515607924	0.8924684338324315
124973	3.3670003839225067	0.8951148961341946
125759	3.39417028439798	0.8965370534833573
126178	4.713460913735565	0.8965700477097535
126185	5.791323351348158	0.8971086407814288
126278	3.1229142671509993	0.9021396556658091
127889	3.076105253831842	0.9052680547089561
128906	3.0701987537284774	0.9083229024689159
129901	3.069238947461681	0.9083290409468108
129903	3.067762322435841	0.9113875999822794
130900	3.067171672425504	0.9146234660966883
131955	3.0670978411742116	0.9147737538909059
132004	3.0670978411742116	0.9157122858303052
132310	3.0670978411742116	0.9159147142878227
132376	3.0670978411742116	0.9177457716990037
132973	3.066950178671628	0.9189326814181497
133360	3.067171672425504	0.9222390924810243
134438	3.0670240099229202	0.9242786634476231
135103	3.066950178671628	0.9265175370780534
135833	3.0670240099229202	0.9311794135731363
137353	3.067245503676796	0.9321333269247798
137664	3.0679099849384244	0.9322253642243279
137694	3.0679099849384244	0.9322315000442978
137696	3.0679838161897166	0.9327254454387043
137857	3.070715572487522	0.9333549421310642
138062	2.835489205871061	0.9334144874043875
138083	2.4623460618410555	0.9337247430081794
138209	1.6307108472874399	0.9337492036708888
138224	0.7209474026165796	0.9345617113936376
139351	0.954195091698414	0.9348384279702302
139641	2.364445822627802	0.9348597079826338
139650	3.0463512595611473	0.9351125551371774
139733	3.0484923658486163	0.9351247491066408
139737	3.0295177342665607	0.9360517815333264
140043	3.0612651723221402	0.9385160999970457
140848	3.062520303594105	0.9386906636543505
140905	3.062815628599273	0.9387794853075799
140934	3.062815628599273	0.9389479401671529
140989	3.0638492661173617	0.939082749534862
141033	3.0638492661173617	0.9398027541123997
141268	3.062520303594105	0.9398058166327032
141269	3.062446472342813	0.9399130022592352
141304	3.064070759871238	0.9399221944715148
141307	3.0642184223738225	0.940038634771565
141345	3.064735241132867	0.9403420435604372
141444	3.0629632911018576	0.9412456177313122
